Serial Number:20680159 --

"Date Time, GMT -0400","Temp, (*F)","Intensity, ( lum/ft2)","Button Down","Button Up","Host Connect","Stopped","EOF"
2019-09-25 18:20:00,73.00,93, , , , , 
2019-09-25 18:30:00,73.00,90, , , , , 
2019-09-25 18:40:00,73.00,77, , , , , 
2019-09-25 18:50:00,72.92,52, , , , , 
2019-09-25 19:00:00,72.69,16, , , , , 
2019-09-25 19:10:00,71.92,6, , , , , 
2019-09-25 19:20:00,71.38,2, , , , , 
2019-09-25 19:30:00,70.99,0, , , , , 
2019-09-25 19:40:00,70.53,0, , , , , 
2019-09-25 19:50:00,70.22,0, , , , , 
2019-09-25 20:00:00,69.99,0, , , , , 
2019-09-25 20:10:00,69.76,0, , , , , 
2019-09-25 20:20:00,69.60,0, , , , , 
2019-09-25 20:30:00,69.37,0, , , , , 
2019-09-25 20:40:00,69.22,0, , , , , 
2019-09-25 20:50:00,69.06,0, , , , , 
2019-09-25 21:00:00,68.98,0, , , , , 
2019-09-25 21:10:00,68.75,0, , , , , 
2019-09-25 21:20:00,68.75,0, , , , , 
2019-09-25 21:30:00,68.67,0, , , , , 
2019-09-25 21:40:00,68.60,0, , , , , 
2019-09-25 21:50:00,68.37,0, , , , , 
2019-09-25 22:00:00,68.44,0, , , , , 
2019-09-25 22:10:00,68.29,0, , , , , 
2019-09-25 22:20:00,68.29,0, , , , , 
2019-09-25 22:30:00,68.21,0, , , , , 
2019-09-25 22:40:00,68.06,0, , , , , 
2019-09-25 22:50:00,67.98,0, , , , , 
2019-09-25 23:00:00,68.06,0, , , , , 
2019-09-25 23:10:00,68.06,0, , , , , 
2019-09-25 23:20:00,67.98,0, , , , , 
2019-09-25 23:30:00,68.06,0, , , , , 
2019-09-25 23:40:00,68.37,0, , , , , 
2019-09-25 23:50:00,68.44,0, , , , , 
2019-09-26 00:00:00,68.60,0, , , , , 
2019-09-26 00:10:00,68.75,0, , , , , 
2019-09-26 00:20:00,68.83,0, , , , , 
2019-09-26 00:30:00,68.98,0, , , , , 
2019-09-26 00:40:00,69.06,0, , , , , 
2019-09-26 00:50:00,68.98,0, , , , , 
2019-09-26 01:00:00,69.14,0, , , , , 
2019-09-26 01:10:00,69.06,0, , , , , 
2019-09-26 01:20:00,69.06,0, , , , , 
2019-09-26 01:30:00,69.06,0, , , , , 
2019-09-26 01:40:00,68.98,0, , , , , 
2019-09-26 01:50:00,68.98,0, , , , , 
2019-09-26 02:00:00,68.98,0, , , , , 
2019-09-26 02:10:00,68.98,0, , , , , 
2019-09-26 02:20:00,68.83,0, , , , , 
2019-09-26 02:30:00,68.83,0, , , , , 
2019-09-26 02:40:00,68.83,0, , , , , 
2019-09-26 02:50:00,68.75,0, , , , , 
2019-09-26 03:00:00,68.75,0, , , , , 
2019-09-26 03:10:00,68.75,0, , , , , 
2019-09-26 03:20:00,68.67,0, , , , , 
2019-09-26 03:30:00,68.60,0, , , , , 
2019-09-26 03:40:00,68.60,0, , , , , 
2019-09-26 03:50:00,68.52,0, , , , , 
2019-09-26 04:00:00,68.52,0, , , , , 
2019-09-26 04:10:00,68.60,0, , , , , 
2019-09-26 04:20:00,68.60,0, , , , , 
2019-09-26 04:30:00,68.60,0, , , , , 
2019-09-26 04:40:00,68.60,0, , , , , 
2019-09-26 04:50:00,68.60,0, , , , , 
2019-09-26 05:00:00,68.52,0, , , , , 
2019-09-26 05:10:00,68.52,0, , , , , 
2019-09-26 05:20:00,68.37,0, , , , , 
2019-09-26 05:30:00,68.37,0, , , , , 
2019-09-26 05:40:00,68.37,0, , , , , 
2019-09-26 05:50:00,68.29,0, , , , , 
2019-09-26 06:00:00,68.29,0, , , , , 
2019-09-26 06:10:00,68.21,0, , , , , 
2019-09-26 06:20:00,68.29,0, , , , , 
2019-09-26 06:30:00,68.21,0, , , , , 
2019-09-26 06:40:00,68.21,0, , , , , 
2019-09-26 06:50:00,68.13,0, , , , , 
2019-09-26 07:00:00,68.13,0, , , , , 
2019-09-26 07:10:00,68.13,3, , , , , 
2019-09-26 07:20:00,68.13,7, , , , , 
2019-09-26 07:30:00,68.29,13, , , , , 
2019-09-26 07:40:00,68.44,20, , , , , 
2019-09-26 07:50:00,68.83,38, , , , , 
2019-09-26 08:00:00,69.14,37, , , , , 
2019-09-26 08:10:00,69.37,48, , , , , 
2019-09-26 08:20:00,69.52,44, , , , , 
2019-09-26 08:30:00,69.52,51, , , , , 
2019-09-26 08:40:00,69.83,72, , , , , 
2019-09-26 08:50:00,70.37,96, , , , , 
2019-09-26 09:00:00,70.61,91, , , , , 
2019-09-26 09:10:00,70.84,101, , , , , 
2019-09-26 09:20:00,71.15,102, , , , , 
2019-09-26 09:30:00,71.07,95, , , , , 
2019-09-26 09:40:00,70.91,100, , , , , 
2019-09-26 09:50:00,71.07,143, , , , , 
2019-09-26 10:00:00,71.30,135, , , , , 
2019-09-26 10:10:00,71.15,195, , , , , 
2019-09-26 10:20:00,70.84,166, , , , , 
2019-09-26 10:30:00,70.84,156, , , , , 
2019-09-26 10:40:00,71.07,190, , , , , 
2019-09-26 10:50:00,70.91,117, , , , , 
2019-09-26 11:00:00,70.61,88, , , , , 
2019-09-26 11:10:00,71.07,106, , , , , 
2019-09-26 11:20:00,71.38,100, , , , , 
2019-09-26 11:30:00,71.61,101, , , , , 
2019-09-26 11:40:00,71.92,115, , , , , 
2019-09-26 11:50:00,72.15,111, , , , , 
2019-09-26 12:00:00,72.46,126, , , , , 
2019-09-26 12:10:00,72.46,99, , , , , 
2019-09-26 12:20:00,72.38,75, , , , , 
2019-09-26 12:30:00,72.54,195, , , , , 
2019-09-26 12:40:00,72.84,161, , , , , 
2019-09-26 12:50:00,72.92,191, , , , , 
2019-09-26 13:00:00,73.00,173, , , , , 
2019-09-26 13:10:00,72.92,156, , , , , 
2019-09-26 13:20:00,72.61,89, , , , , 
2019-09-26 13:30:00,72.23,91, , , , , 
2019-09-26 13:40:00,72.61,217, , , , , 
2019-09-26 13:50:00,72.92,160, , , , , 
2019-09-26 14:00:00,72.69,111, , , , , 
2019-09-26 14:10:00,73.00,192, , , , , 
2019-09-26 14:20:00,73.23,137, , , , , 
2019-09-26 14:30:00,73.46,118, , , , , 
2019-09-26 14:33:08, , ,Logged,Logged, , , 
2019-09-26 14:33:16, , , , ,Logged, , 
2019-09-26 14:33:27, , , , , ,Logged,Logged
